miss_id,miss_char,miss_count,created_at,updated_at,user_id
248,o,98,2025-04-02 04:35:16.859575+00,2025-06-13 00:52:40.229309+00,604a9905-049d-4602-9495-86fa730795bf
260,n,97,2025-04-02 04:35:16.875698+00,2025-06-13 00:48:51.319104+00,604a9905-049d-4602-9495-86fa730795bf
175,z,30,2025-04-02 01:39:49.03389+00,2025-06-06 00:00:24.954425+00,575e0431-1085-4d49-9191-86fd4695b554
215,t,104,2025-04-02 01:40:49.152268+00,2025-06-13 00:51:37.738735+00,522f3d6d-e633-426b-bf51-b50dee27ec96
388,j,44,2025-04-04 07:55:13.225749+00,2025-06-09 02:19:01.79635+00,575e0431-1085-4d49-9191-86fd4695b554
251,e,64,2025-04-02 04:35:16.863683+00,2025-06-13 00:52:40.230633+00,604a9905-049d-4602-9495-86fa730795bf
230,u,916,2025-04-02 01:40:56.700336+00,2025-06-12 09:56:27.280792+00,327e4006-267d-40b0-88bb-2c4e84cefcad
158,s,643,2025-04-02 01:39:22.299662+00,2025-06-11 08:29:23.380801+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
81,i,299,2025-04-02 01:34:08.643033+00,2025-06-13 00:41:41.492141+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
262,m,291,2025-04-02 08:09:38.20173+00,2025-06-11 08:29:23.383409+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
244,m,277,2025-04-02 01:40:58.195792+00,2025-06-12 06:44:37.587327+00,29a91abd-7963-46c8-96ff-3a074cf2d6f5
245,d,200,2025-04-02 01:41:05.514657+00,2025-06-12 10:41:33.74277+00,683c0b43-1d2d-4e5a-b3ee-00de940a021c
272,e,85,2025-04-03 03:45:35.398836+00,2025-06-13 00:58:53.658936+00,eb06d3ea-4a70-462c-9f56-d5e1979eb96f
219,i,147,2025-04-02 01:40:49.157764+00,2025-06-13 00:51:37.74135+00,522f3d6d-e633-426b-bf51-b50dee27ec96
246,x,5,2025-04-02 02:10:16.231497+00,2025-05-12 08:43:52.482866+00,683c0b43-1d2d-4e5a-b3ee-00de940a021c
276,h,28,2025-04-03 03:45:35.407447+00,2025-06-11 06:01:53.347187+00,eb06d3ea-4a70-462c-9f56-d5e1979eb96f
217,o,189,2025-04-02 01:40:49.155138+00,2025-06-13 00:51:37.745267+00,522f3d6d-e633-426b-bf51-b50dee27ec96
151,k,387,2025-04-02 01:39:22.290432+00,2025-06-11 08:29:23.384692+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
156,y,335,2025-04-02 01:39:22.297045+00,2025-06-11 08:29:23.387282+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
266,v,144,2025-04-02 09:44:51.008261+00,2025-06-12 05:33:09.688823+00,683c0b43-1d2d-4e5a-b3ee-00de940a021c
271,r,146,2025-04-03 02:57:04.700002+00,2025-06-11 02:41:43.312253+00,9f27d136-09de-407f-b405-7120b2d55daa
216,y,47,2025-04-02 01:40:49.15381+00,2025-06-11 08:37:26.756431+00,522f3d6d-e633-426b-bf51-b50dee27ec96
393,r,5,2025-04-04 09:27:52.739651+00,2025-04-09 00:12:18.669573+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
108,u,365,2025-04-02 01:34:13.395162+00,2025-06-12 10:41:33.748029+00,683c0b43-1d2d-4e5a-b3ee-00de940a021c
82,k,185,2025-04-02 01:34:08.64439+00,2025-06-13 00:41:41.494775+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
222,e,549,2025-04-02 01:40:56.689001+00,2025-06-12 09:56:27.283459+00,327e4006-267d-40b0-88bb-2c4e84cefcad
88,s,199,2025-04-02 01:34:08.652472+00,2025-06-13 00:41:41.498638+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
231,i,815,2025-04-02 01:40:56.701667+00,2025-06-12 09:56:27.284741+00,327e4006-267d-40b0-88bb-2c4e84cefcad
396,i,6,2025-04-04 09:27:52.75227+00,2025-04-09 00:12:18.674521+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
226,o,678,2025-04-02 01:40:56.694929+00,2025-06-12 09:56:27.286026+00,327e4006-267d-40b0-88bb-2c4e84cefcad
227,n,690,2025-04-02 01:40:56.696248+00,2025-06-12 09:56:27.287327+00,327e4006-267d-40b0-88bb-2c4e84cefcad
154,t,478,2025-04-02 01:39:22.294397+00,2025-06-11 08:29:23.388587+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
76,u,232,2025-04-02 01:34:08.636287+00,2025-06-13 00:41:41.501229+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
17,a,1005,2025-04-02 01:34:00.548352+00,2025-06-12 06:44:37.588619+00,29a91abd-7963-46c8-96ff-3a074cf2d6f5
395,m,2,2025-04-04 09:27:52.749646+00,2025-04-09 00:12:18.725144+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
397,z,3,2025-04-04 09:27:52.756152+00,2025-04-09 00:12:18.737404+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
261,w,194,2025-04-02 08:09:38.198831+00,2025-06-11 08:29:23.389865+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
110,m,163,2025-04-02 01:34:13.399506+00,2025-06-12 10:41:33.757195+00,683c0b43-1d2d-4e5a-b3ee-00de940a021c
85,t,231,2025-04-02 01:34:08.648432+00,2025-06-13 00:41:41.50252+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
77,r,259,2025-04-02 01:34:08.637651+00,2025-06-13 00:41:41.503818+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
220,k,82,2025-04-02 01:40:49.159097+00,2025-06-13 00:51:37.747899+00,522f3d6d-e633-426b-bf51-b50dee27ec96
112,g,108,2025-04-02 01:34:13.402148+00,2025-06-12 10:41:33.763802+00,683c0b43-1d2d-4e5a-b3ee-00de940a021c
78,y,65,2025-04-02 01:34:08.638999+00,2025-06-12 09:10:11.526131+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
218,m,34,2025-04-02 01:40:49.156448+00,2025-06-11 08:37:26.761684+00,522f3d6d-e633-426b-bf51-b50dee27ec96
249,a,137,2025-04-02 04:35:16.860989+00,2025-06-13 00:52:40.23195+00,604a9905-049d-4602-9495-86fa730795bf
405,q,29,2025-04-07 02:00:04.31462+00,2025-06-12 00:54:50.031151+00,327e4006-267d-40b0-88bb-2c4e84cefcad
228,k,374,2025-04-02 01:40:56.697577+00,2025-06-12 09:56:27.292548+00,327e4006-267d-40b0-88bb-2c4e84cefcad
255,k,66,2025-04-02 04:35:16.869089+00,2025-06-13 00:48:51.321694+00,604a9905-049d-4602-9495-86fa730795bf
238,h,420,2025-04-02 01:40:56.710981+00,2025-06-12 09:56:27.293835+00,327e4006-267d-40b0-88bb-2c4e84cefcad
259,r,46,2025-04-02 04:35:16.874383+00,2025-06-13 00:48:51.32299+00,604a9905-049d-4602-9495-86fa730795bf
254,i,82,2025-04-02 04:35:16.867758+00,2025-06-13 00:52:40.233255+00,604a9905-049d-4602-9495-86fa730795bf
250,g,25,2025-04-02 04:35:16.86234+00,2025-06-12 00:59:31.36807+00,604a9905-049d-4602-9495-86fa730795bf
269,v,52,2025-04-02 09:49:15.797896+00,2025-06-12 00:54:50.03898+00,327e4006-267d-40b0-88bb-2c4e84cefcad
274,k,41,2025-04-03 03:45:35.404594+00,2025-06-13 00:58:53.66022+00,eb06d3ea-4a70-462c-9f56-d5e1979eb96f
21,d,303,2025-04-02 01:34:00.553756+00,2025-06-12 06:44:37.589911+00,29a91abd-7963-46c8-96ff-3a074cf2d6f5
252,h,53,2025-04-02 04:35:16.865022+00,2025-06-13 00:48:51.326887+00,604a9905-049d-4602-9495-86fa730795bf
257,x,15,2025-04-02 04:35:16.871736+00,2025-06-03 10:21:58.400725+00,604a9905-049d-4602-9495-86fa730795bf
253,u,75,2025-04-02 04:35:16.866428+00,2025-06-13 00:48:51.328182+00,604a9905-049d-4602-9495-86fa730795bf
243,b,146,2025-04-02 01:40:58.194084+00,2025-06-12 06:44:37.592583+00,29a91abd-7963-46c8-96ff-3a074cf2d6f5
20,y,192,2025-04-02 01:34:00.552412+00,2025-06-12 06:44:37.605662+00,29a91abd-7963-46c8-96ff-3a074cf2d6f5
26,h,321,2025-04-02 01:34:00.560518+00,2025-06-12 06:44:37.606956+00,29a91abd-7963-46c8-96ff-3a074cf2d6f5
273,d,27,2025-04-03 03:45:35.401847+00,2025-06-13 00:58:53.662821+00,eb06d3ea-4a70-462c-9f56-d5e1979eb96f
277,a,98,2025-04-03 03:45:35.408803+00,2025-06-13 00:58:53.667966+00,eb06d3ea-4a70-462c-9f56-d5e1979eb96f
258,w,7,2025-04-02 04:35:16.873071+00,2025-06-12 00:59:31.370714+00,604a9905-049d-4602-9495-86fa730795bf
84,e,323,2025-04-02 01:34:08.647096+00,2025-06-13 00:41:41.505103+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
264,b,98,2025-04-02 08:37:49.651235+00,2025-06-11 08:26:12.25743+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
320,t,32,2025-04-03 10:22:24.018127+00,2025-04-10 00:19:32.459026+00,c546f210-dd7e-4396-a9d1-af22955e7a57
298,h,12,2025-04-03 07:22:10.982503+00,2025-04-09 08:02:57.28754+00,318b4c0b-52f5-43c0-ad13-b41e1baf03c9
297,b,21,2025-04-03 05:09:28.663752+00,2025-06-04 07:47:08.512975+00,522f3d6d-e633-426b-bf51-b50dee27ec96
241,g,72,2025-04-02 01:40:57.883616+00,2025-06-13 00:41:41.497346+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
363,b,3,2025-04-04 00:21:35.836408+00,2025-04-22 09:26:44.566689+00,6bdcd97d-6502-462a-84f1-b5d3afefa313
293,d,108,2025-04-03 05:01:21.656683+00,2025-06-12 10:53:00.240755+00,575e0431-1085-4d49-9191-86fd4695b554
278,w,42,2025-04-03 03:56:28.800613+00,2025-06-13 00:14:49.319552+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
305,s,319,2025-04-03 07:44:10.303487+00,2025-06-13 01:33:29.172687+00,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9
288,f,226,2025-04-03 04:51:35.178486+00,2025-06-11 08:26:12.254813+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
364,y,8,2025-04-04 00:21:35.839425+00,2025-06-11 08:38:56.231155+00,6bdcd97d-6502-462a-84f1-b5d3afefa313
324,q,1,2025-04-03 10:22:24.023687+00,2025-04-03 10:22:24.023695+00,c546f210-dd7e-4396-a9d1-af22955e7a57
327,p,1,2025-04-03 10:22:24.027745+00,2025-04-03 10:22:24.027753+00,c546f210-dd7e-4396-a9d1-af22955e7a57
332,r,2,2025-04-03 10:23:33.744972+00,2025-04-03 10:23:33.74498+00,ab2d5d1d-c013-4486-8313-a96500b7b6b7
333,t,4,2025-04-03 10:23:33.750696+00,2025-04-03 10:23:33.750704+00,ab2d5d1d-c013-4486-8313-a96500b7b6b7
334,h,1,2025-04-03 10:23:33.755967+00,2025-04-03 10:23:33.755976+00,ab2d5d1d-c013-4486-8313-a96500b7b6b7
335,b,1,2025-04-03 10:23:33.757328+00,2025-04-03 10:23:33.757336+00,ab2d5d1d-c013-4486-8313-a96500b7b6b7
242,d,122,2025-04-02 01:40:57.886555+00,2025-06-13 00:41:41.499946+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
310,t,39,2025-04-03 08:24:42.582236+00,2025-06-13 00:48:51.333316+00,604a9905-049d-4602-9495-86fa730795bf
280,j,29,2025-04-03 03:56:28.810102+00,2025-06-12 09:10:11.531343+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
389,l,40,2025-04-04 07:58:22.200154+00,2025-06-13 00:38:51.99699+00,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200
399,b,72,2025-04-04 09:35:13.685906+00,2025-06-12 10:50:46.074849+00,5f19c80d-8883-42f3-9257-f9f899f703d9
284,j,10,2025-04-03 03:58:05.41324+00,2025-05-14 03:12:28.870529+00,78d9548f-bbcf-4129-a8a7-e0a841a295b3
292,l,163,2025-04-03 04:59:35.032767+00,2025-06-11 08:13:31.863815+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
287,j,12,2025-04-03 04:49:37.032869+00,2025-05-27 09:29:48.172889+00,6bdcd97d-6502-462a-84f1-b5d3afefa313
365,v,96,2025-04-04 00:23:39.103954+00,2025-06-11 08:09:59.000517+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
309,f,8,2025-04-03 08:24:42.580529+00,2025-06-02 09:37:52.100425+00,604a9905-049d-4602-9495-86fa730795bf
311,p,24,2025-04-03 08:59:40.965694+00,2025-06-12 10:41:33.75849+00,683c0b43-1d2d-4e5a-b3ee-00de940a021c
283,v,11,2025-04-03 03:58:05.409271+00,2025-05-23 00:20:20.201492+00,78d9548f-bbcf-4129-a8a7-e0a841a295b3
282,w,18,2025-04-03 03:58:05.407894+00,2025-05-13 01:54:05.658444+00,78d9548f-bbcf-4129-a8a7-e0a841a295b3
306,h,103,2025-04-03 07:44:10.304864+00,2025-06-13 01:33:29.174044+00,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9
361,o,17,2025-04-04 00:12:59.872916+00,2025-04-09 00:12:18.660623+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
286,h,14,2025-04-03 04:49:37.031188+00,2025-06-11 08:35:41.87086+00,6bdcd97d-6502-462a-84f1-b5d3afefa313
299,r,11,2025-04-03 07:22:10.990683+00,2025-04-07 01:57:43.580218+00,318b4c0b-52f5-43c0-ad13-b41e1baf03c9
400,j,138,2025-04-07 00:05:45.32516+00,2025-06-12 06:44:37.595174+00,29a91abd-7963-46c8-96ff-3a074cf2d6f5
359,s,9,2025-04-04 00:12:59.870125+00,2025-04-09 00:12:18.664982+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
326,y,5,2025-04-03 10:22:24.026395+00,2025-04-10 00:19:32.463328+00,c546f210-dd7e-4396-a9d1-af22955e7a57
186,d,38,2025-04-02 01:39:56.643124+00,2025-05-23 00:20:20.208129+00,78d9548f-bbcf-4129-a8a7-e0a841a295b3
366,k,21,2025-04-04 00:47:51.660164+00,2025-04-09 14:02:44.560587+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
328,u,20,2025-04-03 10:22:24.029088+00,2025-04-10 00:19:32.464609+00,c546f210-dd7e-4396-a9d1-af22955e7a57
240,j,141,2025-04-02 01:40:56.71363+00,2025-06-12 00:58:06.398486+00,327e4006-267d-40b0-88bb-2c4e84cefcad
233,m,225,2025-04-02 01:40:56.704333+00,2025-06-12 09:56:27.272567+00,327e4006-267d-40b0-88bb-2c4e84cefcad
281,f,11,2025-04-03 03:58:05.403485+00,2025-05-21 09:01:40.736282+00,78d9548f-bbcf-4129-a8a7-e0a841a295b3
279,z,23,2025-04-03 03:56:28.803576+00,2025-06-10 01:05:42.205101+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
285,g,25,2025-04-03 03:58:05.414638+00,2025-05-23 00:20:20.205453+00,78d9548f-bbcf-4129-a8a7-e0a841a295b3
302,i,297,2025-04-03 07:44:10.291378+00,2025-06-13 01:33:29.176647+00,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9
342,s,27,2025-04-03 10:31:57.931516+00,2025-04-09 14:02:44.563774+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
308,f,132,2025-04-03 07:53:12.964297+00,2025-06-12 06:44:37.603025+00,29a91abd-7963-46c8-96ff-3a074cf2d6f5
300,l,6,2025-04-03 07:22:10.997454+00,2025-04-08 07:50:04.242857+00,318b4c0b-52f5-43c0-ad13-b41e1baf03c9
176,h,76,2025-04-02 01:39:49.035575+00,2025-06-10 09:04:15.750357+00,575e0431-1085-4d49-9191-86fd4695b554
80,n,327,2025-04-02 01:34:08.641685+00,2025-06-13 00:41:41.488226+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
289,r,81,2025-04-03 04:51:56.80264+00,2025-06-13 00:51:37.749177+00,522f3d6d-e633-426b-bf51-b50dee27ec96
312,l,122,2025-04-03 09:51:09.22827+00,2025-06-12 09:56:27.274263+00,327e4006-267d-40b0-88bb-2c4e84cefcad
295,g,102,2025-04-03 05:01:21.985309+00,2025-06-12 10:50:46.073482+00,5f19c80d-8883-42f3-9257-f9f899f703d9
296,h,132,2025-04-03 05:01:21.995921+00,2025-06-12 10:50:46.08149+00,5f19c80d-8883-42f3-9257-f9f899f703d9
356,d,2,2025-04-04 00:12:59.865979+00,2025-04-08 00:15:33.904117+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
268,p,67,2025-04-02 09:49:15.78908+00,2025-06-12 09:52:46.114859+00,327e4006-267d-40b0-88bb-2c4e84cefcad
307,v,165,2025-04-03 07:53:12.957426+00,2025-06-11 08:15:55.516829+00,29a91abd-7963-46c8-96ff-3a074cf2d6f5
350,j,7,2025-04-03 10:31:57.945939+00,2025-04-09 14:02:44.56765+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
290,w,22,2025-04-03 04:51:56.804367+00,2025-06-13 00:51:37.75045+00,522f3d6d-e633-426b-bf51-b50dee27ec96
235,g,263,2025-04-02 01:40:56.706986+00,2025-06-12 09:52:46.11877+00,327e4006-267d-40b0-88bb-2c4e84cefcad
343,i,50,2025-04-03 10:31:57.932843+00,2025-04-09 14:02:44.570397+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
346,n,68,2025-04-03 10:31:57.940546+00,2025-04-09 14:02:44.575794+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
357,e,9,2025-04-04 00:12:59.867374+00,2025-04-09 00:12:18.666747+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
294,l,35,2025-04-03 05:01:21.658407+00,2025-06-12 00:22:12.411604+00,575e0431-1085-4d49-9191-86fd4695b554
323,g,4,2025-04-03 10:22:24.022327+00,2025-04-10 00:15:00.422401+00,c546f210-dd7e-4396-a9d1-af22955e7a57
352,t,12,2025-04-04 00:12:59.848015+00,2025-04-09 00:12:18.668164+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
362,a,8,2025-04-04 00:12:59.874397+00,2025-04-09 00:12:18.67098+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
224,r,435,2025-04-02 01:40:56.692242+00,2025-06-12 09:56:27.276875+00,327e4006-267d-40b0-88bb-2c4e84cefcad
358,g,2,2025-04-04 00:12:59.868744+00,2025-04-09 00:12:18.730669+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
353,k,12,2025-04-04 00:12:59.861348+00,2025-04-09 00:12:18.732143+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
360,h,4,2025-04-04 00:12:59.871554+00,2025-04-09 00:12:18.73346+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
355,n,14,2025-04-04 00:12:59.864506+00,2025-04-09 00:12:18.736101+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
291,p,14,2025-04-03 04:59:03.264208+00,2025-05-28 09:38:19.235838+00,522f3d6d-e633-426b-bf51-b50dee27ec96
325,m,15,2025-04-03 10:22:24.025036+00,2025-04-10 00:19:32.465906+00,c546f210-dd7e-4396-a9d1-af22955e7a57
316,a,52,2025-04-03 10:22:24.012707+00,2025-04-10 00:19:32.469822+00,c546f210-dd7e-4396-a9d1-af22955e7a57
398,q,8,2025-04-04 09:35:13.681592+00,2025-05-28 10:13:41.764419+00,5f19c80d-8883-42f3-9257-f9f899f703d9
229,t,405,2025-04-02 01:40:56.6989+00,2025-06-12 09:56:27.288612+00,327e4006-267d-40b0-88bb-2c4e84cefcad
319,e,22,2025-04-03 10:22:24.016784+00,2025-04-10 00:19:32.47239+00,c546f210-dd7e-4396-a9d1-af22955e7a57
322,s,11,2025-04-03 10:22:24.020847+00,2025-04-10 00:19:32.473684+00,c546f210-dd7e-4396-a9d1-af22955e7a57
330,h,10,2025-04-03 10:22:24.031789+00,2025-04-10 00:19:32.476249+00,c546f210-dd7e-4396-a9d1-af22955e7a57
313,n,39,2025-04-03 10:22:24.007891+00,2025-04-10 00:19:32.477521+00,c546f210-dd7e-4396-a9d1-af22955e7a57
301,n,234,2025-04-03 07:44:10.287837+00,2025-06-13 01:33:29.177969+00,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9
232,s,379,2025-04-02 01:40:56.703008+00,2025-06-12 09:56:27.291206+00,327e4006-267d-40b0-88bb-2c4e84cefcad
329,d,7,2025-04-03 10:22:24.030447+00,2025-04-10 00:15:00.424997+00,c546f210-dd7e-4396-a9d1-af22955e7a57
267,z,116,2025-04-02 09:49:15.782367+00,2025-06-12 00:58:06.401061+00,327e4006-267d-40b0-88bb-2c4e84cefcad
128,y,50,2025-04-02 01:34:17.555664+00,2025-06-12 10:50:46.087977+00,5f19c80d-8883-42f3-9257-f9f899f703d9
304,f,70,2025-04-03 07:44:10.296919+00,2025-06-13 01:33:29.183193+00,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9
331,j,4,2025-04-03 10:22:24.033131+00,2025-04-10 00:15:00.434098+00,c546f210-dd7e-4396-a9d1-af22955e7a57
303,w,45,2025-04-03 07:44:10.295424+00,2025-06-12 05:44:56.622941+00,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9
456,c,100,2025-04-14 06:17:13.366665+00,2025-06-12 10:41:33.749341+00,683c0b43-1d2d-4e5a-b3ee-00de940a021c
237,b,135,2025-04-02 01:40:56.709627+00,2025-06-11 08:57:53.698147+00,327e4006-267d-40b0-88bb-2c4e84cefcad
373,k,137,2025-04-04 00:59:39.910413+00,2025-06-13 01:17:25.631096+00,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200
374,f,20,2025-04-04 01:59:30.689904+00,2025-06-13 00:51:37.746547+00,522f3d6d-e633-426b-bf51-b50dee27ec96
385,b,15,2025-04-04 05:05:35.773681+00,2025-05-23 00:20:20.212029+00,78d9548f-bbcf-4129-a8a7-e0a841a295b3
369,f,1,2025-04-04 00:51:02.467188+00,2025-04-04 00:51:02.467197+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
43,g,6,2025-04-02 01:34:02.732667+00,2025-04-09 08:02:57.290171+00,318b4c0b-52f5-43c0-ad13-b41e1baf03c9
383,v,26,2025-04-04 03:59:21.305964+00,2025-06-12 07:23:10.313489+00,9f27d136-09de-407f-b405-7120b2d55daa
422,q,6,2025-04-09 08:27:48.162754+00,2025-06-11 07:53:08.295082+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
371,v,1,2025-04-04 00:57:26.543699+00,2025-04-04 00:57:26.543708+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
377,x,1,2025-04-04 02:02:54.239572+00,2025-04-04 02:02:54.23958+00,318b4c0b-52f5-43c0-ad13-b41e1baf03c9
38,j,18,2025-04-02 01:34:02.725899+00,2025-04-08 07:50:04.11073+00,318b4c0b-52f5-43c0-ad13-b41e1baf03c9
39,w,5,2025-04-02 01:34:02.727288+00,2025-04-08 07:50:04.264863+00,318b4c0b-52f5-43c0-ad13-b41e1baf03c9
431,c,1,2025-04-10 00:05:29.905474+00,2025-04-10 00:05:29.905483+00,c546f210-dd7e-4396-a9d1-af22955e7a57
434,l,24,2025-04-11 07:31:50.563443+00,2025-05-28 09:38:19.23021+00,522f3d6d-e633-426b-bf51-b50dee27ec96
412,d,53,2025-04-08 00:20:37.093707+00,2025-06-13 00:48:51.325547+00,604a9905-049d-4602-9495-86fa730795bf
446,v,62,2025-04-14 01:07:31.568988+00,2025-06-11 08:49:33.958111+00,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9
428,l,3,2025-04-09 14:04:00.798078+00,2025-04-10 00:15:00.421115+00,c546f210-dd7e-4396-a9d1-af22955e7a57
370,z,2,2025-04-04 00:51:02.468914+00,2025-04-04 15:06:28.989594+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
404,z,2,2025-04-07 01:57:43.571097+00,2025-04-08 07:50:04.308753+00,318b4c0b-52f5-43c0-ad13-b41e1baf03c9
419,l,12,2025-04-09 00:19:50.30412+00,2025-05-15 00:50:17.699574+00,78d9548f-bbcf-4129-a8a7-e0a841a295b3
447,l,106,2025-04-14 01:07:31.570389+00,2025-06-12 10:44:49.842396+00,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9
432,v,11,2025-04-10 01:37:32.022459+00,2025-05-30 10:09:35.935475+00,522f3d6d-e633-426b-bf51-b50dee27ec96
455,f,57,2025-04-14 06:17:13.354941+00,2025-06-12 10:41:33.750653+00,683c0b43-1d2d-4e5a-b3ee-00de940a021c
416,p,23,2025-04-08 06:23:18.679192+00,2025-06-12 00:22:12.41029+00,575e0431-1085-4d49-9191-86fd4695b554
376,y,4,2025-04-04 02:02:54.226417+00,2025-04-07 01:57:43.578967+00,318b4c0b-52f5-43c0-ad13-b41e1baf03c9
380,f,2,2025-04-04 02:06:20.096855+00,2025-04-07 01:57:43.586508+00,318b4c0b-52f5-43c0-ad13-b41e1baf03c9
436,c,3,2025-04-14 00:20:09.451159+00,2025-05-21 10:05:00.146022+00,eb06d3ea-4a70-462c-9f56-d5e1979eb96f
372,b,43,2025-04-04 00:59:39.897015+00,2025-06-10 07:04:26.338588+00,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200
375,x,70,2025-04-04 02:01:07.585703+00,2025-06-12 09:52:46.112267+00,327e4006-267d-40b0-88bb-2c4e84cefcad
340,u,56,2025-04-03 10:31:57.928812+00,2025-04-09 14:02:44.566259+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
337,a,72,2025-04-03 10:31:57.924713+00,2025-04-09 14:02:44.569044+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
345,r,27,2025-04-03 10:31:57.939189+00,2025-04-09 14:02:44.571771+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
344,e,32,2025-04-03 10:31:57.934187+00,2025-04-09 14:02:44.573102+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
338,t,36,2025-04-03 10:31:57.926092+00,2025-04-09 14:02:44.574455+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
368,g,16,2025-04-04 00:47:51.667576+00,2025-04-09 14:02:44.577249+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
426,p,1,2025-04-09 14:02:44.578916+00,2025-04-09 14:02:44.578932+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
348,o,41,2025-04-03 10:31:57.943211+00,2025-04-09 14:02:44.604109+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
339,m,19,2025-04-03 10:31:57.927447+00,2025-04-09 14:02:44.605587+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
341,x,22,2025-04-03 10:31:57.930164+00,2025-04-09 14:02:44.606966+00,60fc5c6a-9824-46e9-8f5d-a9dd2b994dde
417,j,1,2025-04-09 00:12:18.676319+00,2025-04-09 00:12:18.676328+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
418,w,1,2025-04-09 00:12:18.741229+00,2025-04-09 00:12:18.741238+00,8c011ea6-b400-49f2-9db5-2c8ed2b5c3d2
390,j,34,2025-04-04 08:00:39.04919+00,2025-06-13 00:48:51.329462+00,604a9905-049d-4602-9495-86fa730795bf
321,b,3,2025-04-03 10:22:24.019494+00,2025-04-10 00:15:00.432799+00,c546f210-dd7e-4396-a9d1-af22955e7a57
408,l,22,2025-04-07 05:40:48.33711+00,2025-06-11 06:06:02.869729+00,eb06d3ea-4a70-462c-9f56-d5e1979eb96f
410,b,13,2025-04-07 05:40:48.358864+00,2025-06-10 09:12:58.810061+00,eb06d3ea-4a70-462c-9f56-d5e1979eb96f
