
score_id,score,created_at,updated_at,diff_id,lang_id,user_id,accuracy,typing_count
807,3600,2025-05-09 05:56:03.410082+00,2025-05-09 05:56:03.410097+00,3,1,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.94,383
808,3977,2025-05-09 05:56:48.963716+00,2025-05-09 05:56:48.96373+00,3,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.97,410
809,4147,2025-05-09 05:56:56.388126+00,2025-05-09 05:56:56.38814+00,3,1,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.89,466
810,2580,2025-05-09 06:56:26.235061+00,2025-05-09 06:56:26.235079+00,3,1,604a9905-049d-4602-9495-86fa730795bf,0.97,266
811,5009,2025-05-09 07:13:12.601994+00,2025-05-09 07:13:12.602003+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.99,506
812,4090,2025-05-09 07:15:42.160827+00,2025-05-09 07:15:42.160836+00,3,1,522f3d6d-e633-426b-bf51-b50dee27ec96,0.96,426
813,4996,2025-05-09 07:15:55.303296+00,2025-05-09 07:15:55.303305+00,3,1,5f19c80d-8883-42f3-9257-f9f899f703d9,0.91,549
814,5924,2025-05-09 07:16:31.032309+00,2025-05-09 07:16:31.032321+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.91,651
815,5606,2025-05-09 07:19:01.236783+00,2025-05-09 07:19:01.236795+00,3,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.96,584
816,7943,2025-05-09 07:19:42.116672+00,2025-05-09 07:19:42.116683+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.94,845
817,3976,2025-05-09 07:28:17.352055+00,2025-05-09 07:28:17.35207+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.94,423
818,3850,2025-05-09 07:29:53.709855+00,2025-05-09 07:29:53.70987+00,3,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.85,453
819,2348,2025-05-09 07:35:43.89303+00,2025-05-09 07:35:43.893041+00,3,1,327e4006-267d-40b0-88bb-2c4e84cefcad,0.77,305
820,4459,2025-05-09 07:36:07.053848+00,2025-05-09 07:36:07.053866+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.98,455
821,2528,2025-05-12 00:56:04.575604+00,2025-05-12 00:56:04.575621+00,3,1,575e0431-1085-4d49-9191-86fd4695b554,0.8,316
822,2613,2025-05-12 00:56:15.842895+00,2025-05-12 00:56:15.842907+00,3,1,604a9905-049d-4602-9495-86fa730795bf,0.93,281
823,7889,2025-05-12 01:33:28.447123+00,2025-05-12 01:33:28.447135+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.98,805
824,2348,2025-05-12 01:46:23.90108+00,2025-05-12 01:46:23.901091+00,3,1,575e0431-1085-4d49-9191-86fd4695b554,0.76,309
825,4481,2025-05-12 01:46:39.846993+00,2025-05-12 01:46:39.847007+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.97,462
826,2554,2025-05-12 01:49:35.921608+00,2025-05-12 01:49:35.921619+00,3,2,575e0431-1085-4d49-9191-86fd4695b554,0.86,297
827,3062,2025-05-12 01:52:59.674602+00,2025-05-12 01:52:59.674614+00,3,1,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.88,348
828,7847,2025-05-12 02:14:51.102813+00,2025-05-12 02:14:51.102825+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,809
829,3249,2025-05-12 03:58:04.116216+00,2025-05-12 03:58:04.116232+00,3,1,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.95,342
830,8206,2025-05-12 04:31:23.774214+00,2025-05-12 04:31:23.774225+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,846
831,4921,2025-05-12 04:36:55.447909+00,2025-05-12 04:36:55.44792+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.95,518
832,8488,2025-05-12 05:04:10.240787+00,2025-05-12 05:04:10.240798+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,875
833,5273,2025-05-12 05:05:21.659177+00,2025-05-12 05:05:21.659189+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.94,561
834,3049,2025-05-12 05:08:47.158177+00,2025-05-12 05:08:47.158192+00,3,1,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.77,396
835,4399,2025-05-12 05:09:22.315503+00,2025-05-12 05:09:22.31552+00,3,1,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.94,468
836,3655,2025-05-12 05:44:26.99211+00,2025-05-12 05:44:26.992126+00,3,1,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.86,425
837,3724,2025-05-12 06:09:14.642236+00,2025-05-12 06:09:14.642248+00,3,1,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.86,433
838,3646,2025-05-12 06:41:26.695013+00,2025-05-12 06:41:26.695022+00,3,1,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.84,434
839,4392,2025-05-12 06:47:58.626502+00,2025-05-12 06:47:58.626517+00,3,1,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.9,488
840,5069,2025-05-12 06:56:31.2143+00,2025-05-12 06:56:31.214315+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.92,551
841,4131,2025-05-12 07:33:08.237619+00,2025-05-12 07:33:08.237633+00,3,1,9f27d136-09de-407f-b405-7120b2d55daa,0.92,449
842,5979,2025-05-12 07:34:35.743655+00,2025-05-12 07:34:35.743664+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.91,657
843,6324,2025-05-12 07:36:47.232656+00,2025-05-12 07:36:47.232671+00,3,2,9f27d136-09de-407f-b405-7120b2d55daa,0.97,652
844,8061,2025-05-12 08:11:49.951971+00,2025-05-12 08:11:49.951984+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,831
845,8242,2025-05-12 08:22:21.705325+00,2025-05-12 08:22:21.705339+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.98,841
846,3822,2025-05-12 08:27:50.032906+00,2025-05-12 08:27:50.032919+00,3,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.97,394
847,2650,2025-05-12 08:32:21.91928+00,2025-05-12 08:32:21.919294+00,3,1,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.92,288
848,5995,2025-05-12 08:42:18.687504+00,2025-05-12 08:42:18.687519+00,2,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.97,618
849,4578,2025-05-12 08:42:23.672452+00,2025-05-12 08:42:23.672466+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.97,472
850,4232,2025-05-12 08:42:34.12352+00,2025-05-12 08:42:34.123537+00,2,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.93,455
851,3925,2025-05-12 08:43:05.016018+00,2025-05-12 08:43:05.016031+00,2,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.88,446
852,4016,2025-05-12 08:43:24.078358+00,2025-05-12 08:43:24.078369+00,2,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.97,414
853,5492,2025-05-12 08:43:52.445502+00,2025-05-12 08:43:52.445514+00,2,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.92,597
854,2806,2025-05-12 08:43:59.176825+00,2025-05-12 08:43:59.176839+00,2,2,575e0431-1085-4d49-9191-86fd4695b554,0.84,334
855,7235,2025-05-12 08:44:46.907776+00,2025-05-12 08:44:46.907791+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.93,778
856,4286,2025-05-12 08:46:12.966017+00,2025-05-12 08:46:12.966033+00,2,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.91,471
857,4500,2025-05-12 08:46:13.118146+00,2025-05-12 08:46:13.118157+00,2,2,6bdcd97d-6502-462a-84f1-b5d3afefa313,1,450
858,6240,2025-05-12 08:57:15.927269+00,2025-05-12 08:57:15.927282+00,2,2,9f27d136-09de-407f-b405-7120b2d55daa,0.96,650
859,3802,2025-05-12 09:00:15.607815+00,2025-05-12 09:00:15.607826+00,3,1,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.96,396
860,5684,2025-05-12 09:02:58.354632+00,2025-05-12 09:02:58.354645+00,2,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.97,586
861,5415,2025-05-12 09:15:33.966909+00,2025-05-12 09:15:33.966921+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.95,570
862,7236,2025-05-12 09:32:17.56517+00,2025-05-12 09:32:17.565182+00,2,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,746
863,3998,2025-05-12 09:51:24.205206+00,2025-05-12 09:51:24.20522+00,2,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.84,476
864,2640,2025-05-12 10:05:54.056559+00,2025-05-12 10:05:54.056573+00,2,2,575e0431-1085-4d49-9191-86fd4695b554,0.8,330
865,2503,2025-05-13 00:23:29.955495+00,2025-05-13 00:23:29.955512+00,2,1,575e0431-1085-4d49-9191-86fd4695b554,0.81,309
866,4931,2025-05-13 00:56:30.550277+00,2025-05-13 00:56:30.550291+00,3,1,5f19c80d-8883-42f3-9257-f9f899f703d9,0.92,536
867,6720,2025-05-13 00:57:11.985169+00,2025-05-13 00:57:11.98518+00,2,2,9f27d136-09de-407f-b405-7120b2d55daa,0.96,700
868,7398,2025-05-13 01:00:18.484227+00,2025-05-13 01:00:18.484241+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.94,787
869,3212,2025-05-13 01:01:16.342696+00,2025-05-13 01:01:16.342708+00,3,1,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.88,365
870,3340,2025-05-13 01:04:35.160314+00,2025-05-13 01:04:35.160327+00,3,1,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.91,367
871,4488,2025-05-13 01:51:37.816795+00,2025-05-13 01:51:37.816807+00,2,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.98,458
872,5547,2025-05-13 01:54:05.631218+00,2025-05-13 01:54:05.631233+00,3,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.98,566
873,2976,2025-05-13 01:57:57.109082+00,2025-05-13 01:57:57.109095+00,3,1,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.93,320
874,8613,2025-05-13 04:03:23.442683+00,2025-05-13 04:03:23.442691+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.99,870
875,3925,2025-05-13 04:41:38.121973+00,2025-05-13 04:41:38.121986+00,3,1,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.89,441
876,5557,2025-05-13 05:27:20.182709+00,2025-05-13 05:27:20.18272+00,2,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.92,604
877,4907,2025-05-13 05:55:28.76575+00,2025-05-13 05:55:28.765764+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.94,522
878,8555,2025-05-13 05:55:49.125644+00,2025-05-13 05:55:49.125658+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,882
879,4260,2025-05-13 05:56:46.652921+00,2025-05-13 05:56:46.652935+00,3,1,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.92,463
880,4841,2025-05-13 05:59:31.491145+00,2025-05-13 05:59:31.491156+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,532
881,4986,2025-05-13 06:31:53.477606+00,2025-05-13 06:31:53.47762+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.92,542
882,5050,2025-05-13 07:08:29.960864+00,2025-05-13 07:08:29.960878+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.93,543
883,4523,2025-05-13 08:18:38.102336+00,2025-05-13 08:18:38.10235+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,497
884,4596,2025-05-13 08:22:53.633002+00,2025-05-13 08:22:53.633016+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.98,469
885,4220,2025-05-13 08:31:30.639656+00,2025-05-13 08:31:30.639668+00,2,2,604a9905-049d-4602-9495-86fa730795bf,0.97,435
886,4297,2025-05-13 08:32:30.10883+00,2025-05-13 08:32:30.10884+00,2,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.99,434
887,5320,2025-05-13 09:01:52.223874+00,2025-05-13 09:01:52.223884+00,2,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.95,560
888,3977,2025-05-13 09:18:49.193791+00,2025-05-13 09:18:49.193805+00,2,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.91,437
889,3914,2025-05-13 10:52:03.592767+00,2025-05-13 10:52:03.592781+00,2,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.84,466
890,2161,2025-05-13 11:02:08.992405+00,2025-05-13 11:02:08.992419+00,2,1,575e0431-1085-4d49-9191-86fd4695b554,0.74,292
891,4704,2025-05-14 00:51:11.33962+00,2025-05-14 00:51:11.339633+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.98,480
892,4239,2025-05-14 00:55:33.136109+00,2025-05-14 00:55:33.13612+00,2,2,604a9905-049d-4602-9495-86fa730795bf,0.97,437
893,2464,2025-05-14 00:55:41.896742+00,2025-05-14 00:55:41.896755+00,2,1,575e0431-1085-4d49-9191-86fd4695b554,0.8,308
894,3816,2025-05-14 02:34:50.425823+00,2025-05-14 02:34:50.425834+00,2,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.94,406
895,6286,2025-05-14 03:12:28.909686+00,2025-05-14 03:12:28.909697+00,2,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.97,648
896,4329,2025-05-14 04:05:53.636935+00,2025-05-14 04:05:53.63695+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.9,481
897,3974,2025-05-14 04:22:09.508497+00,2025-05-14 04:22:09.508508+00,2,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.96,414
898,6768,2025-05-14 05:15:47.513892+00,2025-05-14 05:15:47.513906+00,2,2,9f27d136-09de-407f-b405-7120b2d55daa,0.96,705
899,2659,2025-05-14 06:08:59.718539+00,2025-05-14 06:08:59.718551+00,2,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.96,277
900,4833,2025-05-14 07:12:48.88158+00,2025-05-14 07:12:48.881594+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.9,537
901,5126,2025-05-14 07:14:26.258867+00,2025-05-14 07:14:26.258877+00,2,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.96,534
902,4341,2025-05-14 08:03:26.734506+00,2025-05-14 08:03:26.734518+00,2,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.91,477
903,2218,2025-05-14 08:11:13.985023+00,2025-05-14 08:11:13.985036+00,2,1,575e0431-1085-4d49-9191-86fd4695b554,0.77,288
904,2075,2025-05-14 08:14:23.737289+00,2025-05-14 08:14:23.737304+00,2,1,575e0431-1085-4d49-9191-86fd4695b554,0.76,273
905,4049,2025-05-14 08:30:53.580234+00,2025-05-14 08:30:53.580248+00,2,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.99,409
906,4365,2025-05-14 08:54:17.755299+00,2025-05-14 08:54:17.755312+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.97,450
907,7097,2025-05-14 09:42:05.416351+00,2025-05-14 09:42:05.416363+00,2,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.94,755
908,3594,2025-05-14 09:47:47.960989+00,2025-05-14 09:47:47.961003+00,2,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.83,433
909,2233,2025-05-14 10:07:38.681602+00,2025-05-14 10:07:38.681618+00,3,1,575e0431-1085-4d49-9191-86fd4695b554,0.77,290
910,5188,2025-05-15 00:45:34.362277+00,2025-05-15 00:45:34.36229+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.99,524
911,6722,2025-05-15 00:50:17.739939+00,2025-05-15 00:50:17.739949+00,2,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.99,679
912,3969,2025-05-15 00:58:15.439908+00,2025-05-15 00:58:15.439924+00,2,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.82,484
913,2755,2025-05-15 01:05:05.464031+00,2025-05-15 01:05:05.464041+00,3,1,575e0431-1085-4d49-9191-86fd4695b554,0.82,336
914,7266,2025-05-15 02:13:51.696463+00,2025-05-15 02:13:51.696473+00,2,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.94,773
915,5178,2025-05-15 02:41:49.93203+00,2025-05-15 02:41:49.932044+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.99,523
916,5148,2025-05-15 04:41:31.479415+00,2025-05-15 04:41:31.479431+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.99,520
917,4695,2025-05-15 05:02:03.988808+00,2025-05-15 05:02:03.988822+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.97,484
918,6877,2025-05-15 05:45:17.127729+00,2025-05-15 05:45:17.127741+00,2,2,9f27d136-09de-407f-b405-7120b2d55daa,0.97,709
919,4896,2025-05-15 06:14:23.71214+00,2025-05-15 06:14:23.712151+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.96,510
920,5018,2025-05-15 07:11:33.62035+00,2025-05-15 07:11:33.620367+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.98,512
921,4349,2025-05-15 07:49:24.715939+00,2025-05-15 07:49:24.715949+00,2,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.96,453
922,4269,2025-05-15 08:07:31.698701+00,2025-05-15 08:07:31.698734+00,2,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.92,464
923,3979,2025-05-15 08:25:23.672588+00,2025-05-15 08:25:23.672599+00,2,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.98,406
924,5139,2025-05-15 08:35:33.936271+00,2025-05-15 08:35:33.936285+00,2,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.9,571
925,4665,2025-05-15 08:36:50.382149+00,2025-05-15 08:36:50.382164+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.98,476
926,4149,2025-05-15 08:39:17.800562+00,2025-05-15 08:39:17.800576+00,2,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.9,461
927,4841,2025-05-15 08:40:20.679759+00,2025-05-15 08:40:20.679771+00,2,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.98,494
928,4395,2025-05-15 08:42:24.477936+00,2025-05-15 08:42:24.477945+00,2,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.91,483
929,3701,2025-05-15 08:44:11.889476+00,2025-05-15 08:44:11.88949+00,3,1,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.93,398
930,5446,2025-05-15 08:44:23.753832+00,2025-05-15 08:44:23.753843+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.92,592
931,3377,2025-05-15 09:02:31.815489+00,2025-05-15 09:02:31.815498+00,2,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.78,433
932,4132,2025-05-15 09:50:04.928836+00,2025-05-15 09:50:04.928848+00,2,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.87,475
933,5919,2025-05-15 10:25:37.860694+00,2025-05-15 10:25:37.860704+00,2,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.98,604
934,7114,2025-05-19 01:14:36.900805+00,2025-05-19 01:14:36.900819+00,2,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.93,765
935,3079,2025-05-19 01:20:31.480773+00,2025-05-19 01:20:31.480782+00,3,2,575e0431-1085-4d49-9191-86fd4695b554,0.89,346
936,5757,2025-05-19 04:10:07.543837+00,2025-05-19 04:10:07.543845+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.93,619
937,6317,2025-05-19 04:30:15.956563+00,2025-05-19 04:30:15.956575+00,3,2,9f27d136-09de-407f-b405-7120b2d55daa,0.96,658
938,4790,2025-05-19 04:44:38.945552+00,2025-05-19 04:44:38.945565+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.96,499
939,5037,2025-05-19 04:54:39.317081+00,2025-05-19 04:54:39.317091+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.89,566
940,7362,2025-05-19 04:59:09.552019+00,2025-05-19 04:59:09.552031+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.95,775
941,5360,2025-05-19 05:12:07.492026+00,2025-05-19 05:12:07.492041+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,589
942,4792,2025-05-19 05:40:46.32906+00,2025-05-19 05:40:46.329074+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.97,494
943,4346,2025-05-19 06:28:44.807085+00,2025-05-19 06:28:44.807095+00,3,2,604a9905-049d-4602-9495-86fa730795bf,0.97,448
944,5742,2025-05-19 07:29:44.122353+00,2025-05-19 07:29:44.122364+00,3,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.97,592
945,8173,2025-05-19 07:46:40.159736+00,2025-05-19 07:46:40.159747+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.98,834
946,4268,2025-05-19 08:23:23.708363+00,2025-05-19 08:23:23.708374+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.94,454
947,8371,2025-05-19 08:32:04.312009+00,2025-05-19 08:32:04.312023+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.96,872
948,4810,2025-05-19 08:54:59.915904+00,2025-05-19 08:54:59.915917+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,1,481
949,4093,2025-05-19 08:55:00.88209+00,2025-05-19 08:55:00.882102+00,3,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.97,422
950,6042,2025-05-19 09:10:50.00604+00,2025-05-19 09:10:50.006049+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.95,636
951,4296,2025-05-19 11:17:20.836146+00,2025-05-19 11:17:20.836156+00,3,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.94,457
952,3460,2025-05-20 00:04:04.205427+00,2025-05-20 00:04:04.205445+00,3,1,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.93,372
953,4118,2025-05-20 00:07:56.02785+00,2025-05-20 00:07:56.02786+00,3,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.96,429
954,3006,2025-05-20 00:12:22.793855+00,2025-05-20 00:12:22.793869+00,3,2,575e0431-1085-4d49-9191-86fd4695b554,0.9,334
955,99,2025-05-20 00:19:57.186668+00,2025-05-20 00:19:57.186682+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.33,30
956,4474,2025-05-20 00:51:49.415786+00,2025-05-20 00:51:49.415799+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.96,466
957,3862,2025-05-20 00:57:08.16087+00,2025-05-20 00:57:08.160881+00,3,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.82,471
958,7248,2025-05-20 01:13:52.864427+00,2025-05-20 01:13:52.864441+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.95,763
959,7391,2025-05-20 01:40:32.900461+00,2025-05-20 01:40:32.900475+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,762
960,8198,2025-05-20 02:45:38.064816+00,2025-05-20 02:45:38.064829+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.96,854
961,5428,2025-05-20 04:34:33.478834+00,2025-05-20 04:34:33.478849+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.92,590
962,5405,2025-05-20 04:37:42.330907+00,2025-05-20 04:37:42.33092+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,594
963,4914,2025-05-20 04:41:06.076198+00,2025-05-20 04:41:06.076213+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.9,546
964,6166,2025-05-20 05:56:46.032458+00,2025-05-20 05:56:46.032472+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.93,663
965,8122,2025-05-20 05:57:00.303987+00,2025-05-20 05:57:00.304002+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.96,846
966,4428,2025-05-20 05:59:54.387866+00,2025-05-20 05:59:54.387876+00,3,1,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.9,492
967,5729,2025-05-20 06:38:26.784292+00,2025-05-20 06:38:26.784303+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.93,616
968,6716,2025-05-20 06:41:16.72146+00,2025-05-20 06:41:16.721473+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.92,730
969,5314,2025-05-20 06:41:35.621845+00,2025-05-20 06:41:35.621856+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,584
970,4860,2025-05-20 07:27:56.157329+00,2025-05-20 07:27:56.157341+00,3,1,5f19c80d-8883-42f3-9257-f9f899f703d9,0.9,540
971,4996,2025-05-20 07:31:05.050891+00,2025-05-20 07:31:05.050905+00,3,1,5f19c80d-8883-42f3-9257-f9f899f703d9,0.91,549
972,8104,2025-05-20 07:35:03.631916+00,2025-05-20 07:35:03.631928+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.95,853
973,7459,2025-05-20 07:38:25.45922+00,2025-05-20 07:38:25.459251+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.93,802
974,4812,2025-05-20 08:34:45.147137+00,2025-05-20 08:34:45.147147+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.98,491
975,4351,2025-05-20 08:40:14.087253+00,2025-05-20 08:40:14.087266+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.95,458
976,3960,2025-05-20 08:45:39.109488+00,2025-05-20 08:45:39.109504+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.89,445
977,6548,2025-05-20 09:15:28.368163+00,2025-05-20 09:15:28.368177+00,3,2,9f27d136-09de-407f-b405-7120b2d55daa,0.97,675
978,3979,2025-05-20 09:18:31.921571+00,2025-05-20 09:18:31.921585+00,3,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.98,406
979,4186,2025-05-20 09:23:47.573863+00,2025-05-20 09:23:47.573872+00,3,2,604a9905-049d-4602-9495-86fa730795bf,0.96,436
980,5530,2025-05-20 10:08:09.192935+00,2025-05-20 10:08:09.192949+00,3,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.96,576
981,7153,2025-05-21 02:31:05.355561+00,2025-05-21 02:31:05.355576+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.94,761
982,3510,2025-05-21 03:54:28.819419+00,2025-05-21 03:54:28.819433+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.9,390
983,8448,2025-05-21 04:14:19.265437+00,2025-05-21 04:14:19.265448+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.98,862
984,4438,2025-05-21 06:53:26.130856+00,2025-05-21 06:53:26.130867+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.86,516
